19670,19522,1047616 
20694,19125,1047872 
21534,18676,1047808 
22100,18339,1047808 
22643,18099,1047488 
[回复张强]
23216,18088,1047488
24036,16808,1047296
24825,15847,1047232
25463,14971,1047424
26074,13684,1047616
26439,12302,1048128
26586,11592,1048000
26582,11207,1047808
26761,10306,1047424
26780,9948,1047488
26668,9815,1047680
[到野林深处解放梁师农]
26670,9945,1047616
26857,9857,1047424
27044,9769,1047424
27231,9681,1047616
[二流杀手]
27401,9601,1047680
27434,9810,1047488
27502,10005,1047424
27535,10214,1047552
[二流杀手]
27569,10254,1047616
27374,10320,1047616
27176,10386,1047616
[二流杀手]
27190,10414,1047680
27047,10260,1047424
26904,10106,1047360
26762,9952,1047488
26660,9853,1047616
[回复梁师农]
26794,10204,1047424
26866,10384,1047488
26870,10669,1047616
26897,10840,1047680
27036,11240,1047808
27132,11474,1047744
27226,11706,1047808
27378,11992,1048128
27472,12052,1048192
[小毛贼0/3 流氓 0/3]
27691,12304,1048768
27761,12335,1048960
27925,12385,1049344
28095,12383,1049664
28288,12382,1049856
28484,12666,1050240
28581,12780,1050368
28890,12725,1050048
[小毛贼0/3 流氓 0/3]
28675,12856,1050368
28803,12768,1050176
28871,12732,1050048
[小毛贼0/3 流氓 0/3]
28980,12747,1049984
29187,12700,1049792
29339,12725,1049792
[小毛贼0/3 流氓 0/3]
29562,12763,1049728
29645,12640,1049664
29653,12623,1049664
29883,12779,1049536
29464,13162,1049856
[小毛贼0/3 流氓 0/3]
29197,12878,1049920
29006,12334,1049792
28793,11833,1049664
28572,11453,1049088
28521,11065,1048320
28353,10537,1047488
28123,10158,1047616
27645,10061,1047424
26988,9891,1047360
26706,9755,1047616
[回复梁师农]
16806,28023,1054272
16597,28023,1054336
16806,28083,1054336
16972,28121,1054400
[回复刘洋]
16996,28133,1054400
16799,28057,1054336
16601,27980,1054336
16403,27903,1054400
16210,27831,1054336
16012,27754,1054400
16094,27554,1054208
16258,27431,1054144
16456,27343,1054080
16657,27288,1053952
16866,27321,1053952
17075,27353,1053952
17294,27353,1053952
17514,27353,1054016
17732,27353,1053888
17934,27353,1053248
18140,27353,1052608
18358,27353,1052416
18553,27273,1052288
18674,27097,1052160
18795,26921,1051968
18916,26745,1051776
19058,26648,1051712
19039,26667,1051712
[让王大石做好防御准备]
19443,26436,1051584 
20066,25679,1051328 
20584,25040,1050496 
21110,24315,1049472 
21391,23952,1048896 
21715,23866,1048512 
22361,23657,1047232 
22897,23640,1046912 
23490,23640,1046848 
24305,23640,1046976 
24998,23640,1046912 
25382,23583,1047552 
25772,23731,1048128 
26033,23772,1048320 
[烧草堆]
26019,23835,1048384
25813,23825,1048192
25608,23834,1047936
25408,23812,1047552
25203,23802,1047168
25001,23780,1046912
24795,23758,1046848
24586,23736,1046912
24377,23726,1046912
24168,23704,1046912
23959,23682,1047104
23750,23660,1046912
23541,23638,1046848
23332,23616,1046848
23122,23605,1046848
22915,23591,1046976
22706,23580,1046976
22497,23569,1047040
22307,23487,1047488
22141,23440,1047744
[与秋叶青对话]
22159,23461,1047808
21961,23384,1047808
21772,23482,1048064
21650,23646,1048384
21511,23811,1048704
21368,23976,1048960
21229,24137,1049216
21088,24300,1049472
20948,24462,1049728
20805,24627,1049984
20662,24792,1050240
20554,24971,1050496
20422,25136,1050688
20290,25301,1050880
20158,25466,1051072
20026,25631,1051328
19894,25796,1051520
19762,25961,1051584
19630,26126,1051584
19498,26291,1051584
19366,26456,1051584
19235,26620,1051648
19104,26784,1051712
18972,26949,1051904
18840,27114,1052032
18708,27279,1052224
18515,27354,1052352
18306,27354,1052416
18101,27354,1052672
17889,27354,1053376
17676,27354,1054016
17469,27354,1053952
17260,27354,1053952
17051,27354,1053952
16842,27354,1053952
16633,27354,1053952
16426,27354,1054080
16217,27354,1054144
16220,27564,1054144
16361,27718,1054208
16504,27872,1054400
16647,28026,1054336
16845,28117,1054336
16994,28137,1054400
[告诉刘洋]
3718,29480,1068736
3696,29689,1068736
3674,29898,1068736
3652,30107,1068736
3630,30316,1068736
3608,30525,1068736
3562,30728,1068736
3453,30914,1068800
3343,31101,1068736
3226,31236,1068736
[寻找大侠附近的包裹]
3253,31254,1068736
3308,31045,1068736
3363,30838,1068800
3418,30629,1068800
3473,30420,1068736
3527,30233,1068736
3575,30107,1068736
3554,30035,1068736
[去查看大侠附近的毛毛]
3508,30116,1068736
3310,30039,1068736
3540,30025,1068736
3267,29978,1068736
[询问莫雨的情况]
16939,28069,1054336
16735,28036,1054336
16526,28003,1054400
16722,28072,1054336
16920,28138,1054400
16994,28137,1054400
[将包裹遗失的消息告诉刘洋]
16444,28033,1054400 
15871,27531,1054336
16102,27372,1054208 
16593,27048,1054016 
16882,26692,1053888 
17433,25917,1053888 
18031,25413,1053888 
18421,25017,1053888 
18802,24761,1054016 
18982,24601,1054208
19058,24581,1054144
[问计李复]
19036,24601,1054208
18850,24706,1054016
18707,24861,1053952
18519,24972,1053952
18330,25086,1053824
18141,25203,1053824
17952,25320,1053824
17803,25472,1053824
17686,25651,1053824
17569,25830,1053888
17452,26009,1053888
17335,26188,1053888
17218,26367,1053888
17101,26547,1053824
16984,26727,1053888
16867,26907,1053888
16750,27087,1053952
16930,27190,1053952
17137,27253,1053888
17344,27316,1053952
17554,27344,1054016
17768,27344,1053760
17970,27344,1053120
18176,27344,1052480
18392,27344,1052416
18608,27344,1052288
18752,27182,1052096
18864,27003,1051968
18977,26818,1051776
19023,26619,1051712
19039,26667,1051712
[找王大石]
27478,7489,1048064
27622,7327,1048192
27766,7165,1048256
27908,7003,1048320
28052,6841,1048448
28196,6679,1048640
28394,6580,1048832
28592,6481,1048896
28790,6382,1048960
28988,6283,1048960
29149,6146,1048960
29334,6033,1048960
29521,5927,1049088
29709,5820,1049152
29898,5739,1049152
30108,5745,1049280
30312,5743,1049920
30526,5749,1050368
30742,5758,1050944
30954,5767,1051072
31168,5776,1051200
31384,5785,1051648
31598,5794,1052288
31807,5755,1052864
32025,5754,1053248
32250,5754,1053632
32473,5754,1053952
32688,5754,1054592
32909,5754,1054912
33134,5754,1055040
[董龙boss部分]
33159,5754,1055040
33373,5772,1055168
33582,5765,1055296
33797,5792,1055360
34012,5815,1055424
34228,5815,1055424
34444,5815,1055424
34660,5815,1055424
34876,5815,1055424
35092,5815,1055424
35287,5905,1055424
35484,5993,1055424
35700,5984,1055424
35916,5975,1055424
36132,5966,1055424
36348,5957,1055360
36564,5948,1055360
36780,5939,1055296
36996,5930,1055232
37212,5921,1055232
37436,5921,1055168
37661,5921,1055168
37886,5921,1055168
38111,5921,1055168
38335,5921,1055104
38559,5921,1055168
38783,5921,1055168
39002,5921,1055168
39214,5921,1055424
39426,5921,1055552
39642,5921,1055552
39858,5921,1055552
40074,5921,1055552
[董龙boss部分]
22307,23487,1047488
22141,23440,1047744
22141,23440,1047744
[将情况告知秋叶青]
22068,23435,1047744,
21924,23400,1047808,
21758,23624,1048256,
21971,23342,1047744
21243,24145,1049216
20656,24884,1050304
20063,25734,1051392
19555,25666,1051584
18650,25914,1054016
18502,25424,1053952 
18702,24949,1053952
19045,24599,1054144
[告知李复]
18811,24771,1054016
18171,25161,1053824
17608,25753,1053888
16844,26956,1053888
15996,27539,1054272
16277,27981,1054400
16901,28109,1054336
16962,28148,1054400
[回复刘洋]
16203,28008,1054400
15976,27580,1054272
16574,27171,1054016 
17649,27326,1054016 
18263,27322,1052480 
19738,26784,1051584 
20545,26379,1051584
20766,26286,1051584
20938,26172,1051584 
[找到王复]
20545,26379,1051584
20766,26286,1051584
20938,26172,1051584
[找到王复]
