CommandName	WaitTime	Description
/cmd UINodeControl.BtnTriggerByLable("BtnSystem","技艺")	8	打开主界面菜单-技艺
/cmd UINodeControl.BtnTrigger("BtnClose","WidgetAnchorRightTop")	8	关闭主界面菜单-技艺
/cmd UINodeControl.BtnTriggerByLable("BtnSystem","阅读")	8	打开主界面菜单-阅读
/cmd UINodeControl.BtnTrigger("BtnClose","ImgBgBack")	8	关闭主界面菜单-阅读
/cmd UINodeControl.BtnTriggerByLable("BtnSystem","成就")	8	打开主界面菜单-成就
/cmd UINodeControl.BtnTrigger("BtnClose","WidgetAnchorRightTop")	8	关闭主界面菜单-成就
/cmd UINodeControl.BtnTriggerByLable("BtnSystem","风云录")	8	打开主界面菜单-风云录
/cmd UINodeControl.BtnTrigger("BtnClose","WidgetAnchorRightTop")	8	关闭主界面菜单-风云录
/cmd UINodeControl.BtnTriggerByLable("BtnSystem","武林通鉴")	8	打开主界面菜单-武林通鉴
/cmd UINodeControl.BtnTrigger("BtnClose","WidgetAnchorRightTop")	8	关闭主界面菜单-武林通鉴
/cmd UINodeControl.BtnTriggerByLable("BtnSystem","声望")	8	打开主界面菜单-声望
/cmd UINodeControl.BtnTrigger("BtnClose","WidgetAnchorRightTop")	8	关闭主界面菜单-声望
/cmd UINodeControl.BtnTriggerByLable("BtnSystem","江湖百态")	8	打开主界面菜单-江湖百态
/cmd UINodeControl.BtnTrigger("BtnClose","WidgetAnchorRightTop")	8	关闭主界面菜单-江湖百态
/cmd UINodeControl.BtnTriggerByLable("BtnBag","背包")	8	打开主界面菜单-背包
/cmd UINodeControl.BtnTrigger("BtnClose","WidgetAnchorRightTop")	8	关闭主界面菜单-背包
/cmd UINodeControl.BtnTriggerByLable("BtnMail","邮件")	8	打开主界面菜单-邮件
/cmd UINodeControl.BtnTrigger("BtnClose","WidgetAnchorCurrency")	8	关闭主界面菜单-邮件
/cmd UINodeControl.BtnTriggerByLable("BtnBulletin","公告")	8	打开主界面菜单-公告
/cmd UINodeControl.BtnTrigger("BtnClose","WidgetAnchorMiddle")	8	关闭主界面菜单-公告
/cmd UINodeControl.BtnTriggerByLable("BtnService","帮助")	8	打开主界面菜单-帮助
/cmd UINodeControl.BtnTrigger("BtnClose","WidgetAnchorRightTop")	8	关闭主界面菜单-帮助
/cmd UINodeControl.BtnTriggerByLable("BtnSet","设置")	8	打开主界面菜单-设置
/cmd UINodeControl.BtnTrigger("BtnClose","WidgetAnchorRightTop")	8	关闭主界面菜单-武学
/cmd UINodeControl.BtnTrigger("BtnLock","WidgetPlayerInfoBtn")	8	打开主界面菜单-账号锁
/cmd UINodeControl.BtnTrigger("BtnClose","WidgetAnchorTitle")	8	关闭主界面菜单-账号锁
/cmd UINodeControl.BtnTrigger("BtnClose","WidgetBtnClose")	8	关闭主界面菜单
/cmd UINodeControl.BtnTrigger("BtnOpenSocial","WidgetContentChat")	8	打开综合栏
/cmd UINodeControl.BtnTrigger("BtnCloseLeft")	8	关闭综合栏
